start_time	end_time	character_name	dialogue	location
00:40:55,250	00:40:58,120	WADE	... Stan, I'm thinkin' we should offer 'em half a million.	EMBERS FAMILY RESTAURANT
00:41:01,840	00:41:04,250	STAN	We're not horse-trading here, Wade, we just gotta bite the bullet on this thing.	EMBERS FAMILY RESTAURANT
00:41:09,180	00:41:11,930	STAN	What's the next step here, Jerry?	EMBERS FAMILY RESTAURANT
00:41:20,360	00:41:23,530	CASHIER	How was everything today?	THE CASHIER
00:41:27,910	00:41:33,360	STAN	Okay. We'll get the money together. Don't worry about it, Jerry. Now, d'you want anyone at home, with you, until they call?	PARKING LOT
00:41:37,130	00:41:41,950	JERRY	No, I -	JERRY LUNDEGAARD'S OFFICE
00:41:42,050	00:41:45,960	JERRY	Ya know, they said no one listenin' in, they'll be watchin', ya know. Maybe it's all bull, but like you said, Stan, they're callin' the shots.	PARKING LOT
00:41:51,810	00:41:54,430	JEAN	Scott!	LUNDEGAARD KITCHEN
00:42:16,370	00:42:18,740	JERRY	... How ya doin' there, Scotty?	SCOTTY'S BEDROOM
00:42:18,830	00:42:20,950	WIFE	It's okay, Dad.	DINING ROOM
00:42:21,040	00:42:23,370	SCOTT	Dad! What're they doing? Wuddya think they're doin' with Mom?	SCOTTY'S BEDROOM
00:42:27,090	00:42:31,920	JERRY	It's okay, Scotty. They're not gonna want to hurt her any. These men, they just want money, see.	SCOTTY'S BEDROOM
00:42:38,100	00:42:43,060	JERRY	No, no, nothin's goin' wrong here. Grandad and I, we're - we're makin' sure this gets handled right.	SCOTTY'S BEDROOM
00:42:43,150	00:42:46,850	SCOTT	Dad, I really think we should call the cops.	SCOTTY'S BEDROOM
00:42:43,150	00:42:46,850	JERRY	No, no. I - I'd, I'd - pay you back the principal, and interest	INT. WADE'S OFFICE
00:42:46,940	00:42:51,190	JERRY	No! We can't let anyone know about this thing! We gotta play ball with these guys - you ask Stan Grossman, he'll tell ya the same thing!	SCOTTY'S BEDROOM
00:42:54,410	00:42:58,950	JERRY	We're gonna get Mom back for ya, but we gotta play ball. Ya know, that's the deal. Now if Lorraine calls, or Sylvia, you just say that Mom is in Florida with Pearl and Marty...	SCOTTY'S BEDROOM
00:43:17,470	00:43:19,760	JERRY	... That's the best we can do here.	SCOTTY'S BEDROOM
00:44:03,730	00:44:05,520	JERRY	No! They said no cops! They were darned clear on that, Wade! They said you call the cops and we -	EMBERS FAMILY RESTAURANT
00:44:57,820	00:45:02,070	NORM	Brought ya some lunch, Margie. What're those, night crawlers?	BRAINERD POLICE HEADQUARTERS
00:45:04,660	00:45:07,860	NORM	Thanks, hon.	BRAINERD POLICE HEADQUARTERS
00:45:10,670	00:45:13,370	MARGE	You bet. Thanks for lunch. What do we got here, Arbie's?	BRAINERD POLICE HEADQUARTERS
00:45:13,460	00:45:16,130	MARGE	... How's the paintin' goin'?	BRAINERD POLICE HEADQUARTERS
00:45:13,460	00:45:16,130	NORM	Pretty good. Found out the Hautmans are entering a painting this year.	BRAINERD POLICE HEADQUARTERS
00:45:17,170	00:45:22,050	MARGE	Aw, hon, you're better'n them.	BRAINERD POLICE HEADQUARTERS
00:45:22,140	00:45:26,350	NORM	They're real good.	BRAINERD POLICE HEADQUARTERS
00:45:22,140	00:45:26,350	MARGE	They're good, Norm, but you're better'n them.	BRAINERD POLICE HEADQUARTERS
00:45:31,230	00:45:33,300	MARGE	Ah, ya got Arbie's all o'er me.	BRAINERD POLICE HEADQUARTERS
00:45:35,860	00:45:39,470	NORM	Not too bad. You know.	BRAINERD POLICE HEADQUARTERS
00:45:39,570	00:45:43,860	MARGE	How we doin' on that vehicle?	BRAINERD POLICE HEADQUARTERS
00:45:39,570	00:45:43,860	LOU	No motels registered any tan Ciera last night. But the night before, two men checked into the Blue Ox registering a Ciera and leavin' the tag space blank.	BRAINERD POLICE HEADQUARTERS
00:45:50,620	00:45:52,830	MARGE	Geez, that's a good lead. The Blue Ox, that's that trucker's joint out there on I-35?	BRAINERD POLICE HEADQUARTERS
00:45:56,500	00:45:59,870	LOU	Yah. Owner was on the desk then, said these two guys had company.	BRAINERD POLICE HEADQUARTERS
00:46:06,510	00:46:10,720	MARGE	Norm?	RADISSON
00:46:10,810	00:46:13,100	MARGE	Yah, that's me.	HIGH SHOT IN MARGE'S BEDROOM
00:46:13,180	00:46:15,590	DETECTIVE_SIBERT	Yah, he -	POLICE OFFICER
00:46:15,690	00:46:18,090	MARGE	Where you girls from?	INT. STRIPPER CLUB
00:46:15,690	00:46:18,090	HOOKER_ONE	Chaska.	INT. STRIPPER CLUB
00:46:18,190	00:46:22,930	GARY	White Bear Lake?	OUTSIDE
00:46:23,570	00:46:27,270	MARGE	Okay, I want you to tell me what these fellas looked like.	INT. STRIPPER CLUB
00:46:27,360	00:46:30,400	HOOKER_ONE	Well, the little guy, he was kinda funny-looking.	INT. STRIPPER CLUB
00:46:27,360	00:46:30,400	MARGE	In what way?	INT. STRIPPER CLUB
00:46:30,490	00:46:34,440	MARGE	Can you be any more specific?	INT. STRIPPER CLUB
00:46:34,960	00:46:37,910	HOOKER_ONE	I couldn't really say. He wasn't circumcised.	INT. STRIPPER CLUB
00:46:39,170	00:46:43,250	MARGE	Was he funny-looking apart from that?	INT. STRIPPER CLUB
00:46:44,090	00:46:47,750	MARGE	So you were having sex with the little fella, then?	INT. STRIPPER CLUB
00:46:49,550	00:46:52,260	MARGE	Is there anything else you can tell me about him?	INT. STRIPPER CLUB
00:46:52,350	00:46:56,560	HOOKER_ONE	No. Like I say, he was funny-looking. More'n most people even.	INT. STRIPPER CLUB
00:46:56,640	00:46:59,100	MARGE	And what about the other fella?	INT. STRIPPER CLUB
00:46:59,190	00:47:01,760	HOOKER_TWO	He was a little older. Looked like the Marlboro man.	INT. STRIPPER CLUB
00:47:06,860	00:47:10,690	HOOKER_TWO	A subconscious-type thing.	INT. STRIPPER CLUB
00:47:06,860	00:47:10,690	MARGE	Yah, that can happen.	INT. STRIPPER CLUB
00:47:10,780	00:47:13,620	HOOKER_ONE	They said they were goin' to the Twin Cities?	INT. STRIPPER CLUB
00:47:58,120	00:47:59,360	SHEP	Fuck out of my house!	A DIRTY BEDROOM
00:48:34,740	00:48:36,980	MARGE	... Well, I'm turnin' in, Norm.	BACK TO THE TELEVISION SET
00:48:37,070	00:48:39,150	NORM	... Oh, yah?	BACK TO THE TELEVISION SET
00:48:57,680	00:49:00,960	VOICE	Yah, is this Marge?	HIGH SHOT IN MARGE'S BEDROOM
00:49:01,060	00:49:03,550	VOICE	Margie Olmstead?	HIGH SHOT IN MARGE'S BEDROOM
00:49:07,190	00:49:09,390	VOICE	This is Mike Yanagita. Ya know	HIGH SHOT IN MARGE'S BEDROOM
00:49:09,480	00:49:11,970	MARGE	Mike!	HOTEL BAR
00:49:16,320	00:49:17,980	JERRY	Yah!	EMBERS FAMILY RESTAURANT
00:49:18,070	00:49:20,780	MARGE	... Well, yah. Who's this?	HIGH SHOT IN MARGE'S BEDROOM
00:49:24,040	00:49:27,820	MARGE	Yah, yah, course I remember. How are ya? What time is it?	HIGH SHOT IN MARGE'S BEDROOM
00:49:24,040	00:49:27,820	MIKE	Oh, geez. It's quarter to eleven. I hope I dint wake you.	HIGH SHOT IN MARGE'S BEDROOM
00:49:31,880	00:49:34,330	MIKE	Yah, I'm down in the Twin Cities and I was just watching on TV about these shootings up in Brainderd, and I saw you on the news there.	HIGH SHOT IN MARGE'S BEDROOM
00:49:45,890	00:49:47,550	MIKE	Well, how the heck are ya?	HIGH SHOT IN MARGE'S BEDROOM
00:49:53,190	00:49:56,110	MIKE	Oh, pretty good.	HIGH SHOT IN MARGE'S BEDROOM
00:49:57,320	00:50:01,450	MARGE	Heck, it's been such a long time, Mike. It's great to hear from ya.	HIGH SHOT IN MARGE'S BEDROOM
00:50:22,340	00:50:26,470	JERRY	Yah, ya got yer, this loaded here, this has yer independent, uh, yer slipped differential, uh, yer rack- and-pinion steering, yer alarm and radar, and I can give it to ya with a heck of a sealant, this TruCoat stuff, it'll keep the salt off -	GUSTAFSON OLDS GARAGE
00:50:22,340	00:50:26,470	CUSTOMER	Yah, I don't need no sealant though.	GUSTAFSON OLDS GARAGE
00:50:26,550	00:50:28,430	JERRY	Yah, you don't need that. Now were you thinking of financing here? You oughta be aware a this GMAC plan they have now, it's really super -	GUSTAFSON OLDS GARAGE
00:50:43,650	00:50:47,190	VOICE	All right, Jerry, you got this phone to yourself?	JERRY'S CUBICLE
00:50:47,280	00:50:49,400	VOICE	Know who this is?	JERRY'S CUBICLE
00:50:49,490	00:50:53,330	JERRY	Well, yah, I got an idea. How's that Ciera workin' out for ya?	JERRY'S CUBICLE
00:50:53,410	00:50:55,740	VOICE	Circumstances have changed, Jerry.	JERRY'S CUBICLE
00:50:55,830	00:50:58,670	JERRY	Well, what do ya mean?	JERRY'S CUBICLE
00:50:58,750	00:51:03,410	VOICE	Things have changed. Circumstances, Jerry. Beyond the, uh ... acts of God, force majeure...	JERRY'S CUBICLE
00:51:03,510	00:51:05,800	CARL	... Who's Jean?	JERRY'S CUBICLE
00:51:07,800	00:51:10,590	JERRY	My wife! What the - how's -	JERRY'S CUBICLE
00:51:10,680	00:51:14,260	CARL	Three people. In Brainerd.	JERRY'S CUBICLE
00:51:14,350	00:51:17,300	WOMAN	... What're you talking about?	CARLTON CELEBRITY ROOM
00:51:17,400	00:51:20,270	CARL	Blood has been shed, Jerry.	JERRY'S CUBICLE
00:51:20,360	00:51:23,480	JERRY	What the heck d'ya mean?	JERRY'S CUBICLE
00:51:20,360	00:51:23,480	MARGE	... And those three people in Brainerd.	THE CRUISER
00:51:23,570	00:51:26,770	CARL	That's right. And we need more money.	JERRY'S CUBICLE
00:51:30,120	00:51:33,280	CARL	We need more -	JERRY'S CUBICLE
00:51:33,370	00:51:37,910	JERRY	Well, I'm sorry, but I just - I -	JERRY'S CUBICLE
00:51:42,040	00:51:46,460	JERRY	Oh, for Chrissakes here -	JERRY'S CUBICLE
00:51:42,040	00:51:46,460	CARL	Blood has been shed. We've incurred risks, Jerry. I'm coming into town tomorrow. Have the money ready.	JERRY'S CUBICLE
00:51:49,010	00:51:51,460	JERRY	Now we had a deal here! A deal's a deal!	JERRY'S CUBICLE
00:51:51,550	00:51:56,100	CARL	IS IT, JERRY? You ask those three pour souls up in Brainerd if a deal's a deal! Go ahead, ask 'em!	JERRY'S CUBICLE
00:51:56,180	00:51:59,680	JERRY	... The heck d'ya mean?	JERRY'S CUBICLE
00:52:03,940	00:52:06,020	VOICE	Jerome Lundegaard?	JERRY'S CUBICLE
00:52:06,110	00:52:09,110	VOICE	This is Reilly Deifenbach at GMAC. Sir, I have not yet recieved those vehicle IDs you promised me.	JERRY'S CUBICLE
00:52:14,990	00:52:20,370	VOICE	Mr. Lundegaard, that very well may be. I must inform you, however, that absent the reciept of those numbers by tomorrow afternoon, I will have to refer this matter to our legal department.	JERRY'S CUBICLE
00:52:23,380	00:52:25,450	VOICE	My patience is at an end.	JERRY'S CUBICLE
00:52:25,540	00:52:27,000	VOICE	Good day, sir.	JERRY'S CUBICLE
00:53:26,520	00:53:29,640	GARY	Hiya, Norm. How ya doin', Margie? How's the fricasse?	AT A TABLE
00:53:29,730	00:53:32,730	MARGE	Pretty darn good, ya want some?	AT A TABLE
00:53:32,820	00:53:37,200	GARY	No, I gotta - hey, Norm, I thought you were goin' fishin' up at Mile Lacs?	AT A TABLE
00:53:44,750	00:53:49,660	GARY	The numbers y'asked for, calls made from the lobby pay phone at the Blue Ox. Two to Minneapolis that night.	AT A TABLE
00:53:49,750	00:53:54,580	GARY	First one's a trucking company, second one's a private residence. A Shep Proudfoot.	AT A TABLE
00:53:54,670	00:53:56,830	MARGE	Uh-huh... A what?	AT A TABLE
00:53:56,930	00:53:59,380	GARY	Shep Proudfoot. That's a name.	AT A TABLE
00:54:05,180	00:54:09,310	MARGE	... Yah, okay, I think I'll drive down there, then.	AT A TABLE
00:54:27,290	00:54:30,160	WADE	Dammit! I wanna be a part a this thing!	KITCHEN OF LUNDEGAARD HOUSE
00:54:34,540	00:54:39,120	JERRY	No, Wade! They were real clear! They said they'd call tomorrow, with instructions, and it's gonna be delivered by me alone!	KITCHEN OF LUNDEGAARD HOUSE
00:54:34,540	00:54:39,120	WADE	It's my money, I'll deliver it	KITCHEN OF LUNDEGAARD HOUSE
00:54:39,220	00:54:41,840	STAN	Wade's got a point there. I'll handle the call if you want, Jerry.	KITCHEN OF LUNDEGAARD HOUSE
00:54:47,310	00:54:50,930	JERRY	No, no. See - they, no, see, they only deal with me. Ya feel this, this nervousness on the phone there, they're very - these guys're dangerous -	KITCHEN OF LUNDEGAARD HOUSE
00:54:53,770	00:54:56,230	WADE	All the more reason! I don't want you - with all due respect, Jerry	KITCHEN OF LUNDEGAARD HOUSE
00:54:59,400	00:55:02,020	WADE	They want my money, they can deal with me. Otherwise I'm goin' to a professional.	KITCHEN OF LUNDEGAARD HOUSE
00:55:02,110	00:55:05,530	WADE	... There's a million dollars here!	KITCHEN OF LUNDEGAARD HOUSE
00:55:05,620	00:55:09,280	JERRY	No, see -	KITCHEN OF LUNDEGAARD HOUSE
00:55:05,620	00:55:09,280	WADE	Look, Jerry, you're not sellin' me a damn car. It's my show here. That's that.	KITCHEN OF LUNDEGAARD HOUSE
00:55:13,460	00:55:16,790	STAN	It's the way we prefer to handle it, Jerry.	KITCHEN OF LUNDEGAARD HOUSE
00:55:28,890	00:55:31,560	MARGE	Real good. I'm Mrs. Gunderson, I have a reservation.	THE DOWNTOWN RADISSON HOTEL
00:55:32,770	00:55:35,440	CLERK	You sure do, Mrs. Gunderson.	THE DOWNTOWN RADISSON HOTEL
00:55:35,520	00:55:38,310	MARGE	Is there a phone down here, ya think?	THE DOWNTOWN RADISSON HOTEL
00:55:40,230	00:55:41,890	MARGE	... Detective Sibert? Yah, this is Marge Gunderson from up Brainerd, we spoke - Yah. Well, actually I'm in town here. I had to do a few things in the Twin Cities, so I thought I'd check in with ya about that USIF search on Shep Proudfoot... Oh, yah?... Well, maybe I'll go visit with him if I have the... No, I can find that... Well, thanks a bunch. Say, d'ya happen to know a good place for lunch in the downtown area?... Yah, the Radisson... Oh, yah? Is it reasonable?	LOBBY CORNER
00:57:42,270	00:57:45,050	CARL	Yeah, I just came in. I decided not to park here.	EXIT BOOTH
00:57:45,150	00:57:47,600	MARGE	I'm sorry.	HOTEL BAR
00:57:59,700	00:58:02,450	CARL	I just pulled in here. I just fucking pulled in here!	EXIT BOOTH
00:58:06,290	00:58:09,080	ATTENDANT	Well, see, there's a minimum charge of four dollars. Long-term parking charges by the day.	EXIT BOOTH
00:58:13,720	00:58:18,710	CARL	I guess you think, ya know, you're an authority figure. With that stupid fucking uniform. Huh, buddy?	EXIT BOOTH
00:58:19,640	00:58:22,890	CARL	... King Clip-on Tie here. Big fucking man.	EXIT BOOTH
00:58:22,980	00:58:26,720	CARL	... You know, these are the limits of your life, man. Ruler of your little fucking gate here. There's your four dollars. You pathetic piece of shit.	EXIT BOOTH
00:58:32,150	00:58:35,570	JERRY	Where's Shep?	GUSTAFSON OLDS GARAGE
00:58:32,150	00:58:35,570	MECHANIC	Talkin' to a cop.	GUSTAFSON OLDS GARAGE
00:58:35,650	00:58:38,940	JERRY	... Cop?	GUSTAFSON OLDS GARAGE
00:58:35,650	00:58:38,940	MECHANIC	Said she was a policewoman.	GUSTAFSON OLDS GARAGE
00:58:41,660	00:58:44,360	MARGE	Wednesday night?	INSIDE THE CUBICLE
00:58:46,080	00:58:50,370	MARGE	Well, you do reside their at 1425 Fremont Terrace?	INSIDE THE CUBICLE
00:58:50,460	00:58:53,580	MARGE	Anyone else residing there?	INSIDE THE CUBICLE
00:58:53,670	00:58:57,880	MARGE	Well, Mr. Proudfoot, this call came in past three in the morning. It's just hard for me to believe you can't remember anyone calling.	INSIDE THE CUBICLE
00:59:02,550	00:59:04,710	MARGE	... Now, I know you've had some problems, struggling with the narcotics, some other entanglements, currently on parole -	INSIDE THE CUBICLE
00:59:10,400	00:59:12,930	SHEP	So?	INSIDE THE CUBICLE
00:59:10,400	00:59:12,930	MARGE	Well, associating with criminals, if you're the one they talked to, that right there would be a violation of your parole and would end with you back in Stillwater.	INSIDE THE CUBICLE
00:59:20,490	00:59:24,070	MARGE	Now, I saw some rough stuff on your priors, but nothing in the nature of a homicide...	INSIDE THE CUBICLE
00:59:24,160	00:59:28,110	MARGE	... I know you don't want to be an accessory to something like that.	INSIDE THE CUBICLE
00:59:30,160	00:59:34,580	MARGE	So you think you might remember who those folks were who called ya?	INSIDE THE CUBICLE
00:59:45,260	00:59:49,260	MARGE	I wonder if I could take just a minute of your time here -	JERRY'S OFFICE
00:59:45,260	00:59:49,260	JERRY	What... What is it all about?	JERRY'S OFFICE
00:59:53,230	00:59:57,640	JERRY	Naw, I... Executive Sales Manager.	JERRY'S OFFICE
00:59:57,730	01:00:01,780	JERRY	My father-in-law, he's the owner.	JERRY'S OFFICE
01:00:01,860	01:00:06,900	MARGE	Uh-huh. Well, I'm a police officer from up Brainerd investigating some malfeasance and I was just wondering if you've had any new vehicles stolen off the lot in the past couple of weeks - specifically a tan Cutlass Ciera?	JERRY'S OFFICE
01:00:24,840	01:00:26,830	JERRY	... Brainerd?	JERRY'S OFFICE
01:00:26,930	01:00:30,590	MARGE	Yah. Yah. Home a Paul Bunyan and Babe the Blue Ox.	JERRY'S OFFICE
01:00:36,600	01:00:39,890	MARGE	Yah, ya know we've got the big statue there. So you haven't had any vehicles go missing, then?	JERRY'S OFFICE
01:00:48,490	01:00:53,240	MARGE	Okey-dokey, thanks a bunch. I'll let you get back to your paperwork, then.	JERRY'S OFFICE
01:01:07,090	01:01:09,660	JERRY	... Yah, gimmee Shep... The heck d'ya mean?... Well, where'd he go? It's only... No, I don't need a mechanic - oh, geez - I gotta talk to a friend of his, so, uh ... have him, uh ... oh, geez...	JERRY'S OFFICE
01:01:52,590	01:01:54,390	MARGE	Oh, yah, but there's not a heckuva lot to discuss. What about you, Mike? Are you married - you have kids?	HOTEL BAR
01:01:57,470	01:01:58,930	MIKE	Geez! You look great!	HOTEL BAR
01:02:04,860	01:02:07,140	MARGE	Yah - easy there - you do too! I'm expecting, ya know.	HOTEL BAR
01:02:07,230	01:02:09,900	MIKE	I see that! That's great!	HOTEL BAR
01:02:09,990	01:02:13,400	MIKE	... What can I get ya?	HOTEL BAR
01:02:09,990	01:02:13,400	MARGE	Just a Diet Coke.	HOTEL BAR
01:02:13,490	01:02:15,730	MIKE	Great. What brings ya down - are ya down here on that homicide - if you're allowed, ya know, to discuss that?	HOTEL BAR
01:02:15,830	01:02:17,900	MARGE	... This is a nice place.	HOTEL BAR
01:02:26,590	01:02:28,130	MARGE	So ... they didn't...	HOTEL ROOM
01:02:28,210	01:02:32,130	MARGE	You're livin' in Edina, then?	HOTEL BAR
01:02:32,220	01:02:35,550	MIKE	Oh, yah, couple years now. It's actually Eden Prarie - that school district. So Chief Gunderson, then! So ya went and married Norm Son-of- a-Gunderson!	HOTEL BAR
01:03:05,210	01:03:07,780	MIKE	Well, yah, I was married. I was married to - You mind if I sit over here?	HOTEL BAR
01:03:10,250	01:03:14,960	MIKE	... I was married to Linda Cooksey -	HOTEL BAR
01:03:10,250	01:03:14,960	MARGE	No, I - Mike - wyncha sit over there, I'd prefer that.	HOTEL BAR
01:03:25,100	01:03:29,680	MARGE	No, just so I can see ya, ya know. Don't have to turn my neck.	HOTEL BAR
01:03:25,100	01:03:29,680	GARY	I unnerstand.	OUTSIDE
01:03:29,770	01:03:32,890	MIKE	Oh, sure, I unnerstand, I didn't mean to -	HOTEL BAR
01:03:32,980	01:03:35,060	MARGE	No, no, that's fine.	HOTEL BAR
01:03:39,950	01:03:45,490	MARGE	Linda Cooksey?	HOTEL ROOM
01:03:49,710	01:03:51,370	MARGE	I think I remember Linda, yah. She was - yah. So things didn't work out, huh?	HOTEL BAR
01:03:51,460	01:03:55,210	MIKE	And then I, and then I been workin' for Honeywell for a few years now.	HOTEL BAR
01:03:55,300	01:04:00,250	MARGE	Well, they're a good outfit.	HOTEL BAR
01:04:00,340	01:04:04,010	MIKE	Yah, if you're an engineer, yah, you could do a lot worse. Of course, it's not, uh, it's nothin' like your achievement.	HOTEL BAR
01:04:04,350	01:04:07,380	MARGE	It sounds like you're doin' really super.	HOTEL BAR
01:04:07,480	01:04:10,590	MIKE	Yah, well, I, uh ... it's not that it didn't work out - Linda passed away. She, uh...	HOTEL BAR
01:04:13,650	01:04:17,020	MIKE	Yah, I, uh... She had leukemia, you know...	HOTEL BAR
01:04:23,320	01:04:26,030	MIKE	It was a tough, uh ... it was a long - She fought real hard, Marge...	HOTEL BAR
01:04:39,630	01:04:41,870	MARGE	Better times.	HOTEL BAR
01:04:48,560	01:04:52,170	MIKE	I was so... I been so ... and then I saw you on TV, and I remembered, ya know... I always liked you...	HOTEL BAR
01:04:52,850	01:04:57,020	MARGE	Well, I always liked you, Mike.	HOTEL BAR
01:04:52,850	01:04:57,020	MIKE	I always liked ya so much...	HOTEL BAR
01:05:00,190	01:05:02,860	MARGE	It's okay, Mike - Should we get together another time, ya think?	HOTEL BAR
01:05:15,370	01:05:18,740	MIKE	... I'm sorry... I shouldn't a done this... I thought we'd have a really terrific time, and now I've...	HOTEL BAR
01:05:18,840	01:05:21,540	MIKE	You were such a super lady ... and then I... I been so lonely...	HOTEL BAR
01:05:58,920	01:06:01,200	CARL	Just in town on business. Just in and out. Ha ha! A little of the old in-and-out!	CARLTON CELEBRITY ROOM
01:06:15,430	01:06:20,470	CARL	Have ya been to the Celebrity Room before? With other, uh, clients?	CARLTON CELEBRITY ROOM
01:06:20,560	01:06:23,560	WOMAN	I don't think so. It's nice.	CARLTON CELEBRITY ROOM
01:06:23,650	01:06:26,190	CARL	Yeah, well, it depends on the artist. You know, Jose Feliciano, ya got no complaints. Waiter!	CARLTON CELEBRITY ROOM
01:06:33,330	01:06:35,650	CARL	... What is he, deaf?... So, uh, how long have you been with the escort service?	CARLTON CELEBRITY ROOM
01:06:43,710	01:06:46,040	CARL	Ya find the work interesting, do ya?	CARLTON CELEBRITY ROOM
01:07:03,190	01:07:07,100	CARL	Shep! What the hell are you doing? I'm banging that girl! Shep! Jesus Ch -	A DIRTY BEDROOM
01:07:22,370	01:07:24,580	CARL	Fuck you, man! Where's Jerry? I gave SIMPLE FUCKING INSTRUCTIONS -	DAYTON-RADISSON RAMP
01:07:33,590	01:07:37,260	CARL	Stay away from me, man! Hey! Smoke a fuckin' peace pipe, man! Don't you dare fuckin' - Unghh!	A DIRTY BEDROOM
01:08:03,750	01:08:06,240	CARL	All right, Jerry, I'm through fucking around. You got the fucking money?	CHAIN RESTAURANT PHONE BOOTH
01:08:06,330	01:08:09,530	JERRY	Yah, I got the money, but, uh -	JERRY'S KITCHEN
01:08:15,090	01:08:17,660	CARL	Don't you fucking but me, Jerry. I want you with this money on the Dayton-Radisson parking ramp, top level, thirty minutes, and we'll wrap this up.	JERRY'S KITCHEN
01:08:15,090	01:08:17,660	JERRY	Well, heck, if you wanna, if you wanna play games here! I'm workin' with ya on this thing, but I...	JERRY LUNDEGAARD'S OFFICE
01:08:24,890	01:08:27,930	JERRY	... Yah, well, you stay away from Scotty now -	JERRY'S KITCHEN
01:08:24,890	01:08:27,930	CARL	You're there in thirty minutes or I find you, Jerry, and I shoot you, and I shoot your fucking wife, and I shoot all your little fucking children, and I shoot 'em all in the back of their little fucking heads. Got it?	JERRY'S KITCHEN
01:08:54,710	01:08:56,450	VOICE	... Dad?	JERRY'S HOUSE
01:09:02,390	01:09:06,550	JERRY	Be back in a minute. If Stan calls you, just tell him I went to Embers. Oh, geez -	JERRY'S HOUSE
01:09:08,930	01:09:12,020	WADE	Okay ... here's your damn money, now where's my daughter?... Goddamn punk ... where's my damn daughter...	INT. CAR
01:09:13,770	01:09:16,010	WADE	I got your goddamn money, you little punk. Now where's my daughter?	DAYTON-RADISSON RAMP
01:09:37,000	01:09:39,080	CARL	Who the fuck are you? Who the fuck are you?	DAYTON-RADISSON RAMP
01:09:43,300	01:09:46,010	WADE	Where's my daughter?	DAYTON-RADISSON RAMP
01:09:47,510	01:09:50,960	CARL	I am through fucking around! Drop that fucking briefcase!	DAYTON-RADISSON RAMP
01:09:57,560	01:10:00,600	WADE	Where's my damn daughter? No Jean, no money!	DAYTON-RADISSON RAMP
01:10:00,690	01:10:04,390	CARL	Drop that fucking money!	DAYTON-RADISSON RAMP
01:10:06,030	01:10:08,110	CARL	Is this a fucking joke here?	DAYTON-RADISSON RAMP
01:10:22,130	01:10:24,200	CARL	You fucking imbeciles!	DAYTON-RADISSON RAMP
01:11:51,050	01:11:53,010	ATTENDANT	May I have your ticket, please?	EXIT BOOTH
01:13:28,520	01:13:30,810	JERRY	Well... I'm goin' ta bed now.	FOYER
01:14:07,510	01:14:09,590	GARY	Mr. Mohra?	OUTSIDE
01:14:09,680	01:14:11,560	GARY	Officer Olson.	OUTSIDE
01:14:55,140	01:14:59,440	GARY	Ya got that right.	OUTSIDE
01:15:24,340	01:15:30,130	GARY	What'd this guy look like anyways?	OUTSIDE
01:15:33,680	01:15:39,220	GARY	Okay, well, thanks a bunch, Mr. Mohra. You're right, it's probably nothin', but thanks for callin' her in.	OUTSIDE
01:15:39,310	01:15:40,770	YOUNGER_MAN	Sure, Jerry, we're all set. Why wouldn't we be?	INSIDE
01:18:26,720	01:18:29,010	MARGE	No, I'm leavin' this mornin', back up to Brainerd.	HOTEL ROOM
01:18:29,100	01:18:32,600	VOICE	Well, I'm sorry I won't see ya.	HOTEL ROOM
01:18:29,100	01:18:32,600	MARGE	Mm. But ya think he's all right? I saw him last night and he's -	HOTEL ROOM
01:18:35,320	01:18:40,480	MARGE	Well, it was nothin' specific he said, it just seemd like it all hit him really hard, his wife dyin' -	HOTEL ROOM
01:18:40,570	01:18:42,230	VOICE	His wife?	HOTEL ROOM
01:18:40,570	01:18:42,230	MARGE	Linda.	HOTEL ROOM
01:18:42,320	01:18:44,200	VOICE	... Who?...	MOTEL ROOM DOORWAY
01:18:59,590	01:19:03,500	VOICE	No. No. They never married. Mike's had psychiatric problems.	HOTEL ROOM
01:19:08,600	01:19:12,350	VOICE	Yah, Linda's fine. You should call her.	HOTEL ROOM
01:19:12,440	01:19:15,770	LOU	... Geez.	INT. PROWLER
01:19:17,610	01:19:19,680	MARGE	Geez. Well - geez. That's a suprise.	HOTEL ROOM
01:20:11,410	01:20:14,440	MARGE	Mr. Lundegaard? Sorry to bother you again. Can I come in?	JERRY LUNDEGAARD'S OFFICE
01:20:17,620	01:20:19,990	MARGE	I unnerstand. I'll keep it real short, then. I'm on my way out of town, but I was just - Do you mind if I sit down? I'm carrying a bit of a load here.	JERRY LUNDEGAARD'S OFFICE
01:20:29,550	01:20:32,630	JERRY	Yah, like I told ya, we haven't had any vehicles go missing.	JERRY LUNDEGAARD'S OFFICE
01:20:35,850	01:20:37,920	MARGE	Okay, are you sure, cause, I mean, how do you know? Because, see, the crime I'm investigating, the perpetrators were driving a car with dealer plates. And they called someone who works here, so it'd be quite a coincidence if they weren't, ya know, connected.	JERRY LUNDEGAARD'S OFFICE
01:20:47,940	01:20:50,940	JERRY	Yah, I see.	JERRY LUNDEGAARD'S OFFICE
01:20:47,940	01:20:50,940	MARGE	So how do you - have you done any kind of inventory recently?	JERRY LUNDEGAARD'S OFFICE
01:20:51,030	01:20:54,940	JERRY	The car's not from our lot, ma'am.	JERRY LUNDEGAARD'S OFFICE
01:20:55,040	01:20:58,980	JERRY	Well, I would know. I'm the Executive Sales Manager.	JERRY LUNDEGAARD'S OFFICE
01:21:02,460	01:21:07,250	JERRY	We run a pretty tight ship here.	JERRY LUNDEGAARD'S OFFICE
